Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,16330.11,-57.04353,67.0389
7.338996338110348,14086.53,-53.41138,67.0472
10.772173450159421,11863.8,-50.7226,67.0668
15.811388300841895,10120.48,-48.81623,67.0548
23.207944168063896,8559.665,-47.883,67.0562
34.06460345289807,7171.338,-47.66942,67.0553
49.99999999999999,5988.593,-47.78374,67.072
73.38996338110344,4968.629,-47.95291,67.0683
107.72173450159421,4110.158,-48.18717,67.0468
158.11388300841895,3384.8,-48.29391,67.0502
232.07944168063884,2789.535,-48.49457,67.0647
340.6460345289807,2291.64,-48.76859,67.0616
499.99999999999994,1881.739,-49.13069,67.0581
733.8996338110344,1536.617,-49.6428,67.0633
1077.217345015941,1246.976,-50.25876,67.0334
1581.1388300841895,1008.543,-50.85916,67.0628
2320.794416806388,810.2945,-51.30566,67.0647
3406.4603452898036,647.5548,-51.43409,67.0446
4999.999999999999,514.6783,-51.03387,67.0479
7338.996338110344,408.5196,-49.87911,67.0573
10772.17345015941,325.4287,-47.77946,67.0594
15811.388300841894,261.9564,-44.61847,67.0639
23207.944168063907,214.8893,-40.42243,67.0582
34064.60345289804,181.0281,-35.44841,67.0728
49999.99999999999,157.3158,-30.19443,67.0631
