Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,17803.6,-58.28084,66.4448
7.338996338110348,14735.72,-54.66975,66.4824
10.772173450159421,12036.0,-52.29744,66.5031
15.811388300841895,9933.791,-50.72726,66.5418
23.207944168063896,8209.077,-49.87399,66.5687
34.06460345289807,6767.746,-49.71075,66.5694
49.99999999999999,5566.239,-49.94503,66.5929
73.38996338110344,4526.782,-50.24963,66.6117
107.72173450159421,3661.576,-50.44115,66.6185
158.11388300841895,2944.32,-50.32392,66.619
232.07944168063884,2370.987,-49.7322,66.6608
340.6460345289807,1911.377,-48.65945,66.6629
499.99999999999994,1554.411,-47.27561,66.6684
733.8996338110344,1274.64,-45.56252,66.6999
1077.217345015941,1055.043,-43.73003,66.715
1581.1388300841895,884.1709,-41.90643,66.7145
2320.794416806388,746.6355,-40.19772,66.7447
3406.4603452898036,635.3846,-38.63278,66.7806
4999.999999999999,545.278,-37.2982,66.7987
7338.996338110344,470.803,-36.2513,66.7995
10772.17345015941,408.2914,-35.53071,66.8244
15811.388300841894,354.8701,-35.1682,66.8676
23207.944168063907,307.9966,-35.12569,66.8886
34064.60345289804,266.0435,-35.25773,66.8962
49999.99999999999,228.528,-35.39377,66.9719
