Time (s),Voltage (V),Current (A)
0.07048511505126953,0.0,1.803646e-06
0.11177179336547852,0.01,2.194686e-06
0.15411561965942383,0.02,2.306351e-06
0.18959847450256348,0.03,2.34704e-06
0.2251380729675293,0.04,2.433444e-06
0.2590917110443115,0.05,2.522015e-06
0.29508788108825684,0.06,2.575087e-06
0.33702758789062504,0.07,2.495056e-06
0.3780295944213867,0.08,2.5977e-06
0.42034624099731444,0.09,2.617211e-06
0.4546026706695557,0.1,2.65167e-06
0.49022476196289066,0.11,2.712248e-06
0.525657548904419,0.12,2.739644e-06
0.5602971172332764,0.13,2.792693e-06
0.6021960544586182,0.14,2.726459e-06
0.6435759544372559,0.15,2.836018e-06
0.6863482189178467,0.16,2.845988e-06
0.7217569255828857,0.17,2.844605e-06
0.7562801456451416,0.18,2.909195e-06
0.791867904663086,0.19,2.961647e-06
0.8273900985717774,0.2,3.013471e-06
0.8681422424316406,0.21,2.966978e-06
0.9096749687194825,0.22,3.078062e-06
0.9535024738311768,0.23,3.0859e-06
0.9889118957519532,0.24,3.120904e-06
1.023939609527588,0.25,3.198416e-06
1.0584521007537842,0.26,3.268084e-06
1.0946781063079833,0.27,3.311895e-06
1.1352671718597414,0.28,3.283319e-06
1.1768411445617675,0.29,3.401986e-06
1.2186177730560304,0.3,3.40671e-06
1.2541278076171876,0.31,3.44728e-06
1.2885816478729248,0.32,3.523058e-06
1.325161943435669,0.33,3.589332e-06
1.3596155452728271,0.34,3.6648e-06
1.401775074005127,0.35000000000000003,3.655138e-06
1.4434725475311279,0.36,3.771426e-06
1.4861661338806154,0.37,3.817831e-06
1.521306381225586,0.38,3.83855e-06
1.556790189743042,0.39,3.933666e-06
1.5917492389678956,0.4,4.008178e-06
1.6283052158355713,0.41000000000000003,4.11158e-06
1.6684634590148926,0.42,4.070892e-06
1.7101029968261718,0.43,4.196283e-06
1.7528509426116945,0.44,4.237196e-06
1.7874356746673585,0.45,4.309466e-06
1.822864170074463,0.46,4.399655e-06
1.8589073085784913,0.47000000000000003,4.491842e-06
1.8941429233551026,0.48,4.563399e-06
1.9346032428741455,0.49,4.57656e-06
1.974945068359375,0.5,4.705745e-06
2.018591136932373,0.51,4.774487e-06
