Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,62751.09,-52.05519,67.9411
7.338996338110348,51731.33,-50.02278,67.9218
10.772173450159421,42150.97,-49.82742,67.9516
15.811388300841895,34349.62,-49.56367,67.9737
23.207944168063896,28124.71,-49.24263,67.9712
34.06460345289807,22928.24,-49.50292,67.9617
49.99999999999999,18692.82,-49.97072,67.9845
73.38996338110344,15153.85,-50.64932,67.988
107.72173450159421,12399.11,-51.28759,68.0029
158.11388300841895,9796.29,-52.01725,67.9882
232.07944168063884,7857.386,-52.97102,67.9735
340.6460345289807,6215.242,-53.18108,67.9562
499.99999999999994,4924.319,-53.79296,67.9749
733.8996338110344,3878.981,-53.04991,67.972
1077.217345015941,3029.335,-51.87237,67.9735
1581.1388300841895,2387.28,-49.62296,67.9487
2320.794416806388,1920.279,-46.32417,67.94
3406.4603452898036,1570.562,-42.25305,67.9362
4999.999999999999,1320.456,-37.7777,67.9308
7338.996338110344,1143.614,-33.44915,67.9186
10772.17345015941,1014.49,-29.47546,67.9213
15811.388300841894,922.6136,-26.33455,67.8891
23207.944168063907,850.1923,-24.27594,67.8741
34064.60345289804,791.4136,-23.47549,67.859
49999.99999999999,737.7015,-23.97191,67.8657
