Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,29240.38,-70.09302,66.9815
7.338996338110348,23073.41,-69.68134,66.9695
10.772173450159421,17351.03,-68.54632,66.9911
15.811388300841895,13165.33,-67.05249,66.9824
23.207944168063896,9972.94,-65.16851,66.9706
34.06460345289807,7607.353,-63.07945,67.0003
49.99999999999999,5861.565,-60.68288,66.9884
73.38996338110344,4574.972,-58.15488,66.983
107.72173450159421,3616.384,-55.48731,66.9958
158.11388300841895,2886.605,-52.77202,66.9942
232.07944168063884,2338.509,-50.21759,66.978
340.6460345289807,1916.956,-47.83961,66.9816
499.99999999999994,1589.78,-45.73317,66.9903
733.8996338110344,1330.701,-43.98063,66.9615
1077.217345015941,1119.787,-42.59847,66.9878
1581.1388300841895,948.6225,-41.65756,66.9853
2320.794416806388,805.4009,-41.11731,66.9786
3406.4603452898036,683.3058,-40.9028,66.9828
4999.999999999999,577.3998,-40.9187,66.9918
7338.996338110344,485.5772,-40.95315,66.9924
10772.17345015941,406.0383,-40.764,66.9749
15811.388300841894,338.1921,-40.09428,66.9712
23207.944168063907,281.6916,-38.69164,66.974
34064.60345289804,236.122,-36.39816,66.978
49999.99999999999,200.5221,-33.2109,66.9589
