Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
10.0,22693.36,-21.51229,65.8912
21.544346900318832,19044.36,-18.5326,65.8718
46.41588833612777,16523.96,-15.43841,65.8821
100.0,14157.51,-6.614273,65.8839
215.44346900318823,22146.39,-48.95943,65.8748
464.15888336127773,12654.77,-9.168748,65.8806
1000.0,11566.27,-7.945144,65.8749
2154.4346900318824,11236.81,-9.035593,65.8813
4641.588833612777,10800.84,-11.01398,65.8702
10000.0,10198.72,-14.33432,65.8836
