Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,450.0,-32,,,65.511
A-025,IR02,408.0,-30,,,65.511
A-026,IR03,393.0,-21,,,65.511
A-027,IR04,521.0,-19,,,65.511
A-011,IR05,328000.0,-23,,,65.511
A-023,IR06,405000.0,-33,,,65.511
A-022,IR07,348000.0,-29,,,65.511
A-021,IR08,559.0,-21,,,65.511
A-020,IR09,669.0,-30,,,65.511
A-004,IR10,436.0,-73,,,65.511
