Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,503.0,-48,65.957,215.09473593509512,1.7272
a-025,IR02,413.0,-37,65.957,541.110130151301,0.8103
a-026,IR03,5870.0,-17,65.957,173.44006369061634,1.1716
a-027,IR04,444.0,-49,65.957,254.28719933215012,1.2028
a-011,IR05,417.0,-49,65.957,223.3001479974764,1.4268
a-023,IR06,742.0,-37,65.957,175.0415457057049,1.377
a-022,IR07,865.0,-37,65.957,0.0,0.594
a-021,IR08,855.0,-39,65.957,330.4707233065851,0.8375
a-020,IR09,1450.0,-39,65.957,216.46321733824632,1.008
a-004,IR10,1620.0,-41,65.957,153.7668976043866,1.2387
