Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,616.0,-45,215.09473593509512,1.7272,65.5723
a-025,IR02,478.0,-44,426.7175500052156,0.8103,65.5723
a-026,IR03,350.0,-34,581.8801376145982,1.1716,65.5723
a-027,IR04,598.0,-30,280.83040025772164,1.2028,65.5723
a-011,IR05,450.0,-52,91.91608664161632,1.4268,65.5723
a-023,IR06,900.0,-40,108.5502971563468,1.377,65.5723
a-022,IR07,39800.0,-27,0.0,0.594,65.5723
a-021,IR08,117000.0,-37,262.1730676249511,0.8375,65.5723
a-020,IR09,1770.0,-43,258.4168282698147,1.008,65.5723
a-004,IR10,1970.0,-45,110.5813126344532,1.2387,65.5723
