Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,699.0,-122,66.0659,214.96185207988253,1.7272
a-025,IR02,600.0,-78,66.0659,488.4230911628269,0.8103
a-026,IR03,691.0,-44,66.0659,184.0034162463489,1.1716
a-027,IR04,474.0,-34,66.0659,243.15059732416057,1.2028
a-011,IR05,243.0,-53,66.0659,179.2041362058242,1.4268
a-023,IR06,689.0,-40,66.0659,135.56397794709386,1.377
a-022,IR07,2500.0,-33,66.0659,0.0,0.594
a-021,IR08,825.0,-42,66.0659,201.3636683146665,0.8375
a-020,IR09,1310.0,-39,66.0659,148.3661477411492,1.008
a-004,IR10,1510.0,-42,66.0659,93.94320001653082,1.2387
