Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,659.0,-118,65.4897,251.0733245448638,1.7272
a-025,IR02,749.0,-90,65.4897,596.8824461975269,0.8103
a-026,IR03,578.0,-53,65.4897,1003.7227197495074,1.1716
a-027,IR04,304.0,-32,65.4897,293.0567740130681,1.2028
a-011,IR05,470.0,-45,65.4897,208.8732562314101,1.4268
a-023,IR06,566.0,-37,65.4897,125.94636042932292,1.377
a-022,IR07,745.0,-38,65.4897,0.0,0.594
a-021,IR08,706.0,-37,65.4897,238.262732140789,0.8375
a-020,IR09,1110.0,-37,65.4897,159.1934787110092,1.008
a-004,IR10,1200.0,-39,65.4897,128.76270953287693,1.2387
