Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,517.0,-28,,,65.4507
A-025,IR02,424.0,-34,,,65.4507
A-026,IR03,403.0,-23,,,65.4507
A-027,IR04,638.0,-29,,,65.4507
A-011,IR05,319000.0,-23,,,65.4507
A-023,IR06,1380.0,-15,,,65.4507
A-022,IR07,529000.0,-42,,,65.4507
A-021,IR08,673.0,-32,,,65.4507
A-020,IR09,747.0,-27,,,65.4507
A-004,IR10,920.0,-50,,,65.4507
