Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,780.0,-19,212.47520813302472,1.7272,67.2424
a-025,IR02,449.0,-14,562.0509246617805,0.8103,67.2424
a-026,IR03,844.0,-14,971.7152086573084,1.1716,67.2424
a-027,IR04,645.0,-45,218.8307410913825,1.2028,67.2424
a-011,IR05,475.0,-51,184.2891694577078,1.4268,67.2424
a-023,IR06,751.0,-38,106.11621985437696,1.377,67.2424
a-022,IR07,1790.0,-30,0.0,0.594,67.2424
a-021,IR08,907.0,-38,164.2568082663825,0.8375,67.2424
a-020,IR09,1510.0,-41,95.74997651920228,1.008,67.2424
a-004,IR10,1700.0,-43,78.9956592208889,1.2387,67.2424
