Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,598.0,-31,66.4732,213.90779206899987,1.7272
a-025,IR02,564.0,-47,66.4732,544.3210519762494,0.8103
a-026,IR03,536.0,-41,66.4732,226.34191382340924,1.1716
a-027,IR04,342.0,-34,66.4732,324.5393355038812,1.2028
a-011,IR05,825.0,-39,66.4732,258.9441676910345,1.4268
a-023,IR06,597.0,-34,66.4732,313.7086014423262,1.377
a-022,IR07,1070.0,-32,66.4732,0.0,0.594
a-021,IR08,760.0,-33,66.4732,380.6144104652184,0.8375
a-020,IR09,843.0,-33,66.4732,290.48294792570806,1.008
a-004,IR10,491.0,-39,66.4732,336.5306087965897,1.2387
