Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,374.0,-45,66.6828,263.2301776231704,1.7272
a-025,IR02,566.0,-54,66.6828,596.8824461975269,0.8103
a-026,IR03,487.0,-38,66.6828,410.3527063581152,1.1716
a-027,IR04,546.0,-44,66.6828,327.1670132328355,1.2028
a-011,IR05,577.0,-37,66.6828,228.105928274144,1.4268
a-023,IR06,572.0,-36,66.6828,160.80115785252195,1.377
a-022,IR07,1790.0,-32,66.6828,0.0,0.594
a-021,IR08,1500.0,-34,66.6828,174.11457302349498,0.8375
a-020,IR09,1050.0,-39,66.6828,200.34340659342607,1.008
a-004,IR10,1220.0,-39,66.6828,143.25292204807226,1.2387
