Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,593.0,-45,207.81084970408992,1.7272,65.1222
a-025,IR02,459.0,-35,617.4509599167438,0.8103,65.1222
a-026,IR03,510.0,-58,427.0403830833744,1.1716,65.1222
a-027,IR04,496.0,-36,280.83040025772164,1.2028,65.1222
a-011,IR05,486.0,-52,207.40834914363813,1.4268,65.1222
a-023,IR06,1130.0,-40,87.85728916446807,1.377,65.1222
a-022,IR07,1190.0,-40,0.0,0.594,65.1222
a-021,IR08,27100.0,-26,14.84477143325971,0.8375,65.1222
a-020,IR09,2260.0,-42,78.21207018788618,1.008,65.1222
a-004,IR10,2480.0,-44,49.46616096189162,1.2387,65.1222
