Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,114.0,-51,66.5293,238.13815261382945,1.7272
a-025,IR02,589.0,-36,66.5293,251.2113215199549,0.8103
a-026,IR03,595.0,-51,66.5293,343.7114268456531,1.1716
a-027,IR04,484.0,-44,66.5293,278.2454769485137,1.2028
a-011,IR05,588.0,-39,66.5293,192.4797992114046,1.4268
a-023,IR06,585.0,-35,66.5293,161.55590514858005,1.377
a-022,IR07,1770.0,-33,66.5293,0.0,0.594
a-021,IR08,1500.0,-35,66.5293,185.9137543054225,0.8375
a-020,IR09,1070.0,-38,66.5293,207.6338444982452,1.008
a-004,IR10,1240.0,-40,66.5293,162.31602464561357,1.2387
