Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,699.0,-30,66.4792,217.0489102756036,1.7272
a-025,IR02,591.0,-39,66.4792,498.1032378292404,0.8103
a-026,IR03,595.0,-35,66.4792,392.2971872787255,1.1716
a-027,IR04,860.0,-38,66.4792,277.9435538465564,1.2028
a-011,IR05,807.0,-38,66.4792,94.63080373522982,1.4268
a-023,IR06,643.0,-33,66.4792,327.0301472915981,1.377
a-022,IR07,1130.0,-32,66.4792,0.0,0.594
a-021,IR08,826.0,-32,66.4792,438.1936471489416,0.8375
a-020,IR09,480.0,-36,66.4792,62.53815628823816,1.008
a-004,IR10,577.0,-37,66.4792,282.61040510564914,1.2387
