Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,473.0,-43,66.1624,99.77642783340788,1.7272
a-025,IR02,398.0,-44,66.1624,494.0398776015848,0.8103
a-026,IR03,386.0,-40,66.1624,-5.449483940415567,1.1716
a-027,IR04,698.0,-43,66.1624,250.9292044054422,1.2028
a-011,IR05,710.0,-42,66.1624,167.38252703824375,1.4268
a-023,IR06,741.0,-47,66.1624,279.31400480427084,1.377
a-022,IR07,1130.0,-32,66.1624,0.0,0.594
a-021,IR08,869.0,-33,66.1624,425.5466851788351,0.8375
a-020,IR09,485.0,-37,66.1624,-10.429385429384164,1.008
a-004,IR10,576.0,-38,66.1624,260.1443470377161,1.2387
