Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,253.0,-32,65.5315,260.7228536478292,1.7272
d-025,IR02,488.0,-39,65.5315,607.7278297731015,0.8103
d-026,IR03,514.0,-55,65.5315,993.0535493841963,1.1716
d-027,IR04,730.0,-45,65.5315,206.24952034975968,1.2028
d-011,IR05,989.0,-25,65.5315,246.2231488724564,1.4268
d-023,IR06,837.0,-36,65.5315,272.24900350627075,1.377
d-022,IR07,1070.0,-30,65.5315,0.0,0.594
d-021,IR08,890.0,-32,65.5315,390.6283445872917,0.8375
d-020,IR09,710.0,-37,65.5315,280.84424044791376,1.008
d-004,IR10,1390.0,-40,65.5315,174.51440012760668,1.2387
