Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,533.0,-42,66.2799,132.6402270642675,1.7272
a-025,IR02,913.0,-47,66.2799,279.18052341866144,0.8103
a-026,IR03,435.0,-41,66.2799,201.70577530930663,1.1716
a-027,IR04,797.0,-44,66.2799,141.25612988910876,1.2028
a-011,IR05,795.0,-43,66.2799,139.15961674830297,1.4268
a-023,IR06,906.0,-30,66.2799,200.2720754446952,1.377
a-022,IR07,1340.0,-31,66.2799,0.0,0.594
a-021,IR08,1040.0,-31,66.2799,324.4198146229765,0.8375
a-020,IR09,608.0,-34,66.2799,322.8785103785049,1.008
a-004,IR10,725.0,-36,66.2799,147.26818804915845,1.2387
