Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,76.0,-53,66.4359,250.1023298900435,1.7272
a-025,IR02,365.0,-57,66.4359,596.8824461975269,0.8103
a-026,IR03,260.0,-35,66.4359,469.71706454462407,1.1716
a-027,IR04,367.0,-29,66.4359,329.0068899063877,1.2028
a-011,IR05,634.0,-41,66.4359,234.91799514652263,1.4268
a-023,IR06,584.0,-36,66.4359,162.67107982797225,1.377
a-022,IR07,1960.0,-32,66.4359,0.0,0.594
a-021,IR08,1570.0,-35,66.4359,190.07577497129725,0.8375
a-020,IR09,1130.0,-38,66.4359,182.9391876147669,1.008
a-004,IR10,1250.0,-39,66.4359,136.70466962990923,1.2387
