Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,335.0,-51,233.88100742134387,1.7272,66.3903
a-025,IR02,337.0,-64,1451.2668622277374,0.8103,66.3903
a-026,IR03,340.0,-37,358.07625855421986,1.1716,66.3903
a-027,IR04,388.0,-37,360.5369522396813,1.2028,66.3903
a-011,IR05,320.0,-32,193.17030040330383,1.4268,66.3903
a-023,IR06,951.0,-38,90.9486180728065,1.377,66.3903
a-022,IR07,1040.0,-39,0.0,0.594,66.3903
a-021,IR08,1300.0,-37,172.25312352269515,0.8375,66.3903
a-020,IR09,1870.0,-41,68.31950729015098,1.008,66.3903
a-004,IR10,2040.0,-44,65.4289181098726,1.2387,66.3903
