Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,891.0,-71,208.20714718350465,1.7272,65.5542
a-025,IR02,728.0,-72,617.4509599167438,0.8103,65.5542
a-026,IR03,1050.0,-49,323.2211483747698,1.1716,65.5542
a-027,IR04,521.0,-20,278.6672725933088,1.2028,65.5542
a-011,IR05,453.0,-32,236.74152328982967,1.4268,65.5542
a-023,IR06,1270.0,-39,65.70873021427823,1.377,65.5542
a-022,IR07,1270.0,-39,0.0,0.594,65.5542
a-021,IR08,31000.0,-25,87.77990389925358,0.8375,65.5542
a-020,IR09,2370.0,-42,76.63757810818112,1.008,65.5542
a-004,IR10,2610.0,-43,51.50075073311703,1.2387,65.5542
