Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,544.0,-45,,,65.4039
A-025,IR02,448.0,-60,,,65.4039
A-026,IR03,590.0,-38,,,65.4039
A-027,IR04,514.0,-52,,,65.4039
A-011,IR05,732.0,-53,,,65.4039
A-023,IR06,1990.0,-51,,,65.4039
A-022,IR07,522000.0,-51,,,65.4039
A-021,IR08,1990.0,-48,,,65.4039
A-020,IR09,859.0,0,,,65.4039
A-004,IR10,1250.0,-36,,,65.4039
