Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,709.0,-30,66.4186,181.14540261758785,1.7272
a-025,IR02,692.0,-44,66.4186,617.4509599166744,0.8103
a-026,IR03,523.0,-38,66.4186,993.0535493841963,1.1716
a-027,IR04,776.0,-37,66.4186,780.230743650372,1.2028
a-011,IR05,352.0,-31,66.4186,5.407474499165513,1.4268
a-023,IR06,765.0,-40,66.4186,402.21216691842153,1.377
a-022,IR07,1080.0,-32,66.4186,0.0,0.594
a-021,IR08,768.0,-33,66.4186,388.61079219293697,0.8375
a-020,IR09,391.0,-36,66.4186,5.349913244670385,1.008
a-004,IR10,470.0,-38,66.4186,302.64541683056626,1.2387
