Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,607.0,-48,188.4330352371319,1.7272,66.9325
a-025,IR02,477.0,-46,571.1252689496496,0.8103,66.9325
a-026,IR03,194.0,-34,427.0403830833431,1.1716,66.9325
a-027,IR04,558.0,-49,271.80466805847,1.2028,66.9325
a-011,IR05,578.0,-50,182.55758335687665,1.4268,66.9325
a-023,IR06,993.0,-38,83.94401531656067,1.377,66.9325
a-022,IR07,1050.0,-40,0.0,0.594,66.9325
a-021,IR08,1120.0,-40,178.13934850629687,0.8375,66.9325
a-020,IR09,1950.0,-40,69.5213929588891,1.008,66.9325
a-004,IR10,2210.0,-43,54.71107958167155,1.2387,66.9325
