Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,564.0,-42,183.6498378881594,1.7272,65.4668
a-025,IR02,585.0,-50,679.1565010743003,0.8103,65.4668
a-026,IR03,352.0,-21,445.20854800420426,1.1716,65.4668
a-027,IR04,592.0,-31,566.6106009062611,1.2028,65.4668
a-011,IR05,489.0,-58,65.7941786993058,1.4268,65.4668
a-023,IR06,798.0,-33,238.51575823896263,1.377,65.4668
a-022,IR07,80000.0,-29,0.0,0.594,65.4668
a-021,IR08,400.0,-28,526.77841561423,0.8375,65.4668
a-020,IR09,586.0,-33,239.2056748161601,1.008,65.4668
a-004,IR10,694.0,-40,111.50958511094316,1.2387,65.4668
