Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,676.0,-58,206.3428374463524,1.7272,66.8218
a-025,IR02,568.0,-53,617.4509599166292,0.8103,66.8218
a-026,IR03,614.0,-45,360.2896761823462,1.1716,66.8218
a-027,IR04,516.0,-39,-60278207809172.22,1.2028,66.8218
a-011,IR05,528.0,-55,191.8819721069888,1.4268,66.8218
a-023,IR06,930.0,-37,93.60014127882307,1.377,66.8218
a-022,IR07,938.0,-40,0.0,0.594,66.8218
a-021,IR08,1020.0,-40,152.3984274432232,0.8375,66.8218
a-020,IR09,1800.0,-40,66.36679473218007,1.008,66.8218
a-004,IR10,2020.0,-43,54.78913997929102,1.2387,66.8218
a-028,PT01,57500.0,-36,1.5284763383275086,3.2472,66.8218
a-029,PT02,575.0,-53,29.874027918458133,2.1784,66.8218
a-030,PT03,1010.0,-25,52.7429687317051,2.0868,66.8218
a-031,PT04,901.0,-43,34.78026965687107,2.3458,66.8218
a-015,PT05,1300.0,-38,35.17778078974322,2.0832,66.8218
a-019,PT06,434.0,-81,41.45899105873228,2.6302,66.8218
a-018,PT07,401.0,-71,38.96066973798135,2.1168,66.8218
a-017,PT08,802.0,-70,53.60583856596644,1.7199,66.8218
a-016,PT09,606.0,-61,77.05399165952598,1.607,66.8218
a-000,PT10,667.0,-64,26.9803522640792,2.8304,66.8218
