Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,1370.0,-99,66.5002,270.372382750818,1.7272
a-025,IR02,1170.0,-55,66.5002,1389.5613210698502,0.8103
a-026,IR03,395.0,-43,66.5002,438.93256543615433,1.1716
a-027,IR04,1130.0,-32,66.5002,211.3945665241923,1.2028
a-011,IR05,1110.0,-30,66.5002,243.28243945569864,1.4268
a-023,IR06,542.0,-39,66.5002,188.23808725773037,1.377
a-022,IR07,1520.0,-34,66.5002,0.0,0.594
a-021,IR08,1220.0,-35,66.5002,228.56946039038195,0.8375
a-020,IR09,934.0,-41,66.5002,323.77289377277555,1.008
a-004,IR10,1060.0,-41,66.5002,256.5705606591381,1.2387
a-028,PT01,1760.0,-42,66.5002,0.0,3.2472
a-029,PT02,1300.0,-47,66.5002,69.59294989501527,2.1784
a-030,PT03,1150.0,-74,66.5002,68.04922762369895,2.0868
a-031,PT04,789.0,-35,66.5002,93.47326416943378,2.3458
a-015,PT05,796.0,-43,66.5002,77.84881942851837,2.0832
a-019,PT06,1040.0,-66,66.5002,99.03587669986057,2.6302
a-018,PT07,554.0,-56,66.5002,112.03844133627844,2.1168
a-017,PT08,708.0,-55,66.5002,127.86772823549012,1.7199
a-016,PT09,429.0,-49,66.5002,194.69467293161895,1.607
a-000,PT10,663.0,-52,66.5002,94.80690370076024,2.8304
