Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6410.0,-24,66.2884,23.13367990154939,1.7272
d-025,IR02,12500.0,-23,66.2884,38.45833727961735,0.8103
d-026,IR03,370.0,-25,66.2884,822.3468235427356,1.1716
d-027,IR04,1580.0,-23,66.2884,133.25435313416233,1.2028
d-007,IR05,1300.0,-31,66.2884,102.14600720278952,1.4268
d-028,IR06,55400.0,-25,66.2884,4.871718512569926,1.377
d-029,IR07,8650.0,-25,66.2884,0.0,0.594
d-030,IR08,15900.0,-22,66.2884,35.67582977520885,0.8375
d-031,IR09,4480.0,-22,66.2884,93.60569537989588,1.008
d-006,IR10,8790.0,-31,66.2884,26.897634251642,1.2387
d-008,PT01,3640.0,-38,66.2884,0.0,3.2472
d-009,PT02,959.0,-37,66.2884,79.38513550565433,2.1784
d-010,PT03,43700.0,-26,66.2884,6.565342184415093,2.0868
d-011,PT04,1100.0,-41,66.2884,31.09012776854758,2.3458
d-005,PT05,1300.0,-42,66.2884,88.43900535572516,2.0832
d-012,PT06,848.0,-66,66.2884,46.10291895517208,2.6302
d-013,PT07,625.0,-63,66.2884,52.11514563813857,2.1168
d-014,PT08,1170.0,-54,66.2884,68.79854374359925,1.7199
d-015,PT09,925.0,-53,66.2884,78.64133255619177,1.607
d-004,PT10,978.0,-71,66.2884,44.73228392108642,2.8304
