Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,5350.0,-28,66.2883,16.11322905903708,1.7272
d-025,IR02,12800.0,-25,66.2883,26.694766420795126,0.8103
d-026,IR03,1340.0,-21,66.2883,78.46332785838437,1.1716
d-027,IR04,37800.0,-28,66.2883,59.441076235217785,1.2028
d-007,IR05,2230.0,-26,66.2883,59.12229626275092,1.4268
d-028,IR06,184000.0,-18,66.2883,15.74093519985801,1.377
d-029,IR07,11300.0,-24,66.2883,0.0,0.594
d-030,IR08,89900.0,-24,66.2883,8.406046689628779,0.8375
d-031,IR09,7780.0,-21,66.2883,79.0407509157434,1.008
d-006,IR10,11000.0,-30,66.2883,21.7898003076026,1.2387
d-008,PT01,3570.0,-40,66.2883,0.0,3.2472
d-009,PT02,581.0,-33,66.2883,241.44396734390864,2.1784
d-010,PT03,55100.0,-25,66.2883,4.779738822292147,2.0868
d-011,PT04,560.0,-30,66.2883,149.3394632195758,2.3458
d-005,PT05,959.0,-48,66.2883,62.816472742950246,2.0832
d-012,PT06,1440.0,-54,66.2883,26.91488801670647,2.6302
d-013,PT07,1430.0,-50,66.2883,36.67111854158206,2.1168
d-014,PT08,1450.0,-51,66.2883,48.23526692497295,1.7199
d-015,PT09,1490.0,-49,66.2883,43.19124920285282,1.607
d-004,PT10,1720.0,-61,66.2883,25.048633830648573,2.8304
