Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,2020.0,-33,65.7761,73.536537570823,1.7272
d-025,IR02,517.0,-41,65.7761,302.4394665578999,0.8103
d-026,IR03,511.0,-40,65.7761,164.47100611918822,1.1716
d-027,IR04,916.0,-41,65.7761,185.99087883266148,1.2028
d-011,IR05,1430.0,-33,65.7761,126.09094940014484,1.4268
d-023,IR06,377.0,-36,65.7761,339.1337541664581,1.377
d-022,IR07,1040.0,-31,65.7761,0.0,0.594
d-021,IR08,888.0,-33,65.7761,407.86452353623815,0.8375
d-020,IR09,679.0,-38,65.7761,312.9287295703664,1.008
d-004,IR10,2310.0,-41,65.7761,61.82697010843351,1.2387
d-028,PT01,1260.0,-31,65.7761,0.0,3.2472
d-029,PT02,531.0,-42,65.7761,76.53401226024357,2.1784
d-030,PT03,809.0,-34,65.7761,78.99573878298045,2.0868
d-031,PT04,960.0,-32,65.7761,93.64137862464628,2.3458
d-015,PT05,923.0,-28,65.7761,152.21486995681457,2.0832
d-019,PT06,1110.0,-42,65.7761,133.43530471507458,2.6302
d-018,PT07,366.0,-44,65.7761,130.24343381491528,2.1168
d-017,PT08,374.0,-40,65.7761,192.49542095117909,1.7199
d-016,PT09,308.0,-38,65.7761,708.4390407335177,1.607
d-000,PT10,969.0,-50,65.7761,106.48220571508668,2.8304
