Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,3910.0,-25,66.1323,49.26978301920884,1.7272
d-025,IR02,9210.0,-23,66.1323,58.27013401549571,0.8103
d-026,IR03,386.0,-26,66.1323,370.1381411351048,1.1716
d-027,IR04,2220.0,-27,66.1323,162.65854785291268,1.2028
d-011,IR05,1500.0,-27,66.1323,135.93938021608443,1.4268
d-023,IR06,9990.0,-31,66.1323,10.312561381505695,1.377
d-022,IR07,7700.0,-40,66.1323,0.0,0.594
d-021,IR08,8220.0,-28,66.1323,44.0621327750317,0.8375
d-020,IR09,5920.0,-35,66.1323,48.029788838620505,1.008
d-004,IR10,11200.0,-40,66.1323,16.822166190996935,1.2387
d-028,PT01,5360.0,-30,66.1323,0.0,3.2472
d-029,PT02,2720.0,-24,66.1323,38.4871662185293,2.1784
d-030,PT03,29300.0,-21,66.1323,7.250038169737331,2.0868
d-031,PT04,5370.0,-24,66.1323,30.451969805283447,2.3458
d-015,PT05,5520.0,-24,66.1323,41.08186000826255,2.0832
d-019,PT06,785.0,-70,66.1323,53.97664991841159,2.6302
d-018,PT07,847.0,-66,66.1323,55.37850699811855,2.1168
d-017,PT08,887.0,-67,66.1323,72.08879607069044,1.7199
d-016,PT09,530.0,-56,66.1323,105.52151644248696,1.607
d-000,PT10,778.0,-68,66.1323,51.301528460232966,2.8304
