Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,1830.0,-33,65.7364,73.03114191901783,1.7272
d-025,IR02,514.0,-40,65.7364,270.7405468206375,0.8103
d-026,IR03,505.0,-40,65.7364,175.1131939942652,1.1716
d-027,IR04,909.0,-41,65.7364,155.13551556688176,1.2028
d-011,IR05,1440.0,-33,65.7364,137.53810380985416,1.4268
d-023,IR06,388.0,-34,65.7364,266.15239033542525,1.377
d-022,IR07,1060.0,-31,65.7364,0.0,0.594
d-021,IR08,892.0,-33,65.7364,389.1263286545467,0.8375
d-020,IR09,663.0,-38,65.7364,250.01981760702063,1.008
d-004,IR10,2280.0,-41,65.7364,44.84540243803988,1.2387
d-028,PT01,1310.0,-31,65.7364,0.0,3.2472
d-029,PT02,514.0,-41,65.7364,86.5480164777027,2.1784
d-030,PT03,619.0,-34,65.7364,93.6099815835198,2.0868
d-031,PT04,972.0,-32,65.7364,87.66488092486799,2.3458
d-015,PT05,938.0,-28,65.7364,148.90183740991498,2.0832
d-019,PT06,644.0,-29,65.7364,153.58500342869178,2.6302
d-018,PT07,403.0,-48,65.7364,125.7166348756302,2.1168
d-017,PT08,1000.0,-62,65.7364,261.82947428369704,1.7199
d-016,PT09,349.0,-43,65.7364,181.78772068005975,1.607
d-000,PT10,505.0,-46,65.7364,137.12626199327528,2.8304
