Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,251.0,-5,,,65.2
A-025,IR02,265.0,-47,,,65.2
A-026,IR03,349.0,-32,,,65.2
A-027,IR04,156.0,-39,,,65.2
A-011,IR05,743.0,-53,,,65.2
A-023,IR06,334.0,-28,,,65.2
A-022,IR07,177000.0,-35,,,65.2
A-021,IR08,274.0,-33,,,65.2
A-020,IR09,232.0,-53,,,65.2
A-004,IR10,401.0,-70,,,65.2
A-028,PT01,14100.0,-37,,,65.2
A-029,PT02,515.0,-42,,,65.2
A-030,PT03,11500.0,-39,,,65.2
A-031,PT04,623.0,-48,,,65.2
A-015,PT05,1900.0,-42,,,65.2
A-019,PT06,426.0,-75,,,65.2
A-018,PT07,265.0,-58,,,65.2
A-017,PT08,630.0,-68,,,65.2
A-016,PT09,480.0,-58,,,65.2
A-000,PT10,649.0,-60,,,65.2
