Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6060.0,-24,66.3568,38.43503132135062,1.7272
d-025,IR02,11300.0,-24,66.3568,37.90646780171016,0.8103
d-026,IR03,407.0,-24,66.3568,315.34784778215845,1.1716
d-027,IR04,1730.0,-23,66.3568,138.99900232790276,1.2028
d-007,IR05,1420.0,-31,66.3568,115.15688160829794,1.4268
d-028,IR06,33400.0,-23,66.3568,10.289258145669212,1.377
d-029,IR07,8320.0,-25,66.3568,0.0,0.594
d-030,IR08,14900.0,-23,66.3568,37.77866921186546,0.8375
d-031,IR09,4100.0,-22,66.3568,143.56445569677618,1.008
d-006,IR10,8430.0,-32,66.3568,26.86877608878371,1.2387
d-008,PT01,3680.0,-37,66.3568,0.0,3.2472
d-009,PT02,1030.0,-34,66.3568,83.96659039331709,2.1784
d-010,PT03,43300.0,-26,66.3568,7.237424950830059,2.0868
d-011,PT04,1120.0,-39,66.3568,45.651147386164666,2.3458
d-005,PT05,1310.0,-40,66.3568,76.7224486982472,2.0832
d-012,PT06,748.0,-67,66.3568,45.14951807597327,2.6302
d-013,PT07,1200.0,-62,66.3568,44.64051664414048,2.1168
d-014,PT08,1180.0,-53,66.3568,72.70466611126382,1.7199
d-015,PT09,879.0,-53,66.3568,77.99279391253754,1.607
d-004,PT10,954.0,-70,66.3568,41.4605442994658,2.8304
