Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6570.0,-30,65.9186,17.945897317133163,1.7272
d-025,IR02,8670.0,-26,65.9186,45.562913300282666,0.8103
d-026,IR03,923.0,-29,65.9186,111.52529822433245,1.1716
d-027,IR04,3960.0,-28,65.9186,56.86421802766786,1.2028
d-011,IR05,2290.0,-29,65.9186,86.84698277214699,1.4268
d-023,IR06,4740.0,-38,65.9186,24.38969889950308,1.377
d-022,IR07,5640.0,-32,65.9186,0.0,0.594
d-021,IR08,2600.0,-33,65.9186,3.4273974258234263,0.8375
d-020,IR09,3080.0,-30,65.9186,125.48594689419178,1.008
d-004,IR10,7350.0,-39,65.9186,28.198340801112863,1.2387
d-028,PT01,3040.0,-28,65.9186,0.0,3.2472
d-029,PT02,1190.0,-26,65.9186,66.54672448374075,2.1784
d-030,PT03,13900.0,-21,65.9186,31.965899298581757,2.0868
d-031,PT04,2400.0,-27,65.9186,39.35019707890184,2.3458
d-015,PT05,2470.0,-26,65.9186,63.02178487353487,2.0832
d-019,PT06,452.0,-54,65.9186,90.2826927463926,2.6302
d-018,PT07,652.0,-61,65.9186,75.77920884373071,2.1168
d-017,PT08,796.0,-51,65.9186,22.042873691226767,1.7199
d-016,PT09,725.0,-46,65.9186,144.28841454659215,1.607
d-000,PT10,958.0,-48,65.9186,78.68862341728301,2.8304
