Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,504.0,-51,65.639,225.36671703629057,1.7272
a-025,IR02,240.0,-37,65.639,555.7454187591392,0.8103
a-026,IR03,447.0,-36,65.639,427.0403830834224,1.1716
a-027,IR04,397.0,-39,65.639,173.59311613617078,1.2028
a-011,IR05,436.0,-41,65.639,197.2676888572615,1.4268
a-023,IR06,434.0,-34,65.639,228.89782693708256,1.377
a-022,IR07,1830.0,-30,65.639,0.0,0.594
a-021,IR08,1520.0,-33,65.639,197.88404873895036,0.8375
a-020,IR09,764.0,-35,65.639,242.5573870574195,1.008
a-004,IR10,902.0,-37,65.639,194.7466636858773,1.2387
a-028,PT01,685.0,-46,65.639,0.0,3.2472
a-029,PT02,558.0,-51,65.639,31.125526144797657,2.1784
a-030,PT03,522.0,-41,65.639,55.90819952522785,2.0868
a-031,PT04,1030.0,-40,65.639,50.06219517261334,2.3458
a-015,PT05,1290.0,-37,65.639,57.715005977568914,2.0832
a-019,PT06,535.0,-64,65.639,62.14836794261048,2.6302
a-018,PT07,509.0,-63,65.639,71.82399610970648,2.1168
a-017,PT08,604.0,-66,65.639,70.40689827306717,1.7199
a-016,PT09,436.0,-60,65.639,153.47699966494235,1.607
a-000,PT10,850.0,-58,65.639,62.72932978469807,2.8304
