Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,944.0,-40,66.5965,280.021911853969,1.7272
a-025,IR02,178.0,-38,66.5965,355.34397466624563,0.8103
a-026,IR03,1330.0,-48,66.5965,370.9588465476213,1.1716
a-027,IR04,398.0,-30,66.5965,228.3257212461192,1.2028
a-011,IR05,524.0,-49,66.5965,204.97724871147037,1.4268
a-023,IR06,587.0,-36,66.5965,159.11718754224694,1.377
a-022,IR07,1930.0,-32,66.5965,0.0,0.594
a-021,IR08,1640.0,-35,66.5965,164.02177697123554,0.8375
a-020,IR09,1090.0,-38,66.5965,185.04480286737493,1.008
a-004,IR10,1260.0,-40,66.5965,144.67930807444844,1.2387
a-028,PT01,175.0,84,66.5965,0.0,3.2472
a-029,PT02,547.0,-52,66.5965,32.603945275952206,2.1784
a-030,PT03,507.0,-40,66.5965,54.49726225696232,2.0868
a-031,PT04,885.0,-36,66.5965,60.58618676915833,2.3458
a-015,PT05,1240.0,-37,66.5965,78.40203467935774,2.0832
a-019,PT06,370.0,-67,66.5965,66.89751583677082,2.6302
a-018,PT07,502.0,-62,66.5965,83.33477814974943,2.1168
a-017,PT08,661.0,-62,66.5965,92.24773957715408,1.7199
a-016,PT09,422.0,-58,66.5965,173.5900908638181,1.607
a-000,PT10,819.0,-57,66.5965,67.21848629872433,2.8304
