Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,495.0,-40,66.3938,134.97531879886475,1.7272
a-025,IR02,383.0,-43,66.3938,297.8026087929019,0.8103
a-026,IR03,359.0,-41,66.3938,282.0330012405254,1.1716
a-027,IR04,687.0,-44,66.3938,168.2648991278494,1.2028
a-011,IR05,703.0,-43,66.3938,131.2873073432467,1.4268
a-023,IR06,985.0,-30,66.3938,213.34003686950277,1.377
a-022,IR07,1400.0,-32,66.3938,0.0,0.594
a-021,IR08,1150.0,-33,66.3938,239.55417158813373,0.8375
a-020,IR09,834.0,-37,66.3938,243.56527867561965,1.008
a-004,IR10,966.0,-37,66.3938,215.1925807489776,1.2387
a-028,PT01,1930.0,-35,66.3938,0.0,3.2472
a-029,PT02,619.0,-42,66.3938,50.78812500945038,2.1784
a-030,PT03,590.0,-39,66.3938,0.8067870610098586,2.0868
a-031,PT04,1120.0,-26,66.3938,63.44809381088919,2.3458
a-015,PT05,1150.0,-32,66.3938,70.18115567808648,2.0832
a-019,PT06,730.0,-38,66.3938,69.65861300133432,2.6302
a-018,PT07,500.0,-52,66.3938,114.01049627440209,2.1168
a-017,PT08,577.0,-48,66.3938,147.71062928789453,1.7199
a-016,PT09,401.0,-43,66.3938,259.4817545035464,1.607
a-000,PT10,658.0,-49,66.3938,10.103219985215432,2.8304
