Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
a-024,IR01,355.0,-38,66.4219,209.98859871020863,1.7272
a-025,IR02,571.0,-51,66.4219,340.5910135706956,0.8103
a-026,IR03,388.0,-46,66.4219,480.3862349099357,1.1716
a-027,IR04,661.0,-27,66.4219,279.73190760023243,1.2028
a-011,IR05,666.0,-41,66.4219,262.7466202888272,1.4268
a-023,IR06,563.0,-36,66.4219,176.20367577232994,1.377
a-022,IR07,1770.0,-32,66.4219,0.0,0.594
a-021,IR08,1490.0,-35,66.4219,131.81112952401162,0.8375
a-020,IR09,1050.0,-38,66.4219,210.5918178207541,1.008
a-004,IR10,1200.0,-39,66.4219,140.2649179350803,1.2387
a-028,PT01,173.0,-107,66.4219,0.0,3.2472
a-029,PT02,636.0,-47,66.4219,28.00328419954264,2.1784
a-030,PT03,562.0,-39,66.4219,29.88595034234802,2.0868
a-031,PT04,1270.0,-31,66.4219,3.937007091581599,2.3458
a-015,PT05,1080.0,-37,66.4219,40.69332107048591,2.0832
a-019,PT06,395.0,-65,66.4219,73.53293849959577,2.6302
a-018,PT07,496.0,-62,66.4219,85.2263068729805,2.1168
a-017,PT08,636.0,-58,66.4219,95.13754862300466,1.7199
a-016,PT09,375.0,-56,66.4219,179.17879943830778,1.607
a-000,PT10,811.0,-53,66.4219,80.82208293151811,2.8304
