Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,1950.0,-30,65.5387,62.77916155174304,1.7272
d-025,IR02,3000.0,-35,65.5387,67.60079362818301,0.8103
d-026,IR03,469.0,-37,65.5387,220.20701289248476,1.1716
d-027,IR04,1960.0,-34,65.5387,64.01526519421624,1.2028
d-011,IR05,1200.0,-32,65.5387,150.41205873839235,1.4268
d-023,IR06,903.0,-43,65.5387,154.32098765410186,1.377
d-022,IR07,2460.0,-37,65.5387,0.0,0.594
d-021,IR08,764.0,-32,65.5387,396.1639764975982,0.8375
d-020,IR09,646.0,-40,65.5387,371.9115851468172,1.008
d-004,IR10,2900.0,-43,65.5387,51.185849150644735,1.2387
d-028,PT01,1150.0,-27,65.5387,0.0,3.2472
d-029,PT02,456.0,-37,65.5387,123.7114427988623,2.1784
d-030,PT03,957.0,-26,65.5387,113.78448080577157,2.0868
d-031,PT04,802.0,-28,65.5387,169.07082225325462,2.3458
d-015,PT05,759.0,-24,65.5387,176.2103724864561,2.0832
d-019,PT06,286.0,-42,65.5387,150.5028672095603,2.6302
d-018,PT07,400.0,-47,65.5387,189.115888520631,2.1168
d-017,PT08,675.0,-45,65.5387,104.86298398388004,1.7199
d-016,PT09,348.0,-43,65.5387,181.08058711667687,1.607
d-000,PT10,497.0,-45,65.5387,145.31946622194965,2.8304
