Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,6370.0,-24,66.2206,33.69838244201406,1.7272
d-025,IR02,13900.0,-24,66.2206,34.21994818587003,0.8103
d-026,IR03,350.0,-26,66.2206,313.8182055822305,1.1716
d-027,IR04,1490.0,-23,66.2206,136.0838648900267,1.2028
d-007,IR05,1300.0,-32,66.2206,226.2162774150105,1.4268
d-028,IR06,100000.0,-26,66.2206,-486.2856823625542,1.377
d-029,IR07,8860.0,-25,66.2206,0.0,0.594
d-030,IR08,16600.0,-22,66.2206,35.20952021372152,0.8375
d-031,IR09,4660.0,-22,66.2206,48.63341786417764,1.008
d-006,IR10,7860.0,-31,66.2206,23.91499497336628,1.2387
d-008,PT01,3650.0,-38,66.2206,0.0,3.2472
d-009,PT02,1000.0,-37,66.2206,58.61688654108056,2.1784
d-010,PT03,44100.0,-26,66.2206,8.72056590141825,2.0868
d-011,PT04,1140.0,-40,66.2206,31.040827109150623,2.3458
d-005,PT05,1340.0,-42,66.2206,51.24512584191072,2.0832
d-012,PT06,879.0,-66,66.2206,45.04059071145933,2.6302
d-013,PT07,697.0,-65,66.2206,43.16656564857499,2.1168
d-014,PT08,1200.0,-54,66.2206,122.3237486974755,1.7199
d-015,PT09,912.0,-54,66.2206,78.2820916409269,1.607
d-004,PT10,969.0,-71,66.2206,39.53525393957897,2.8304
