Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-024,IR01,253.0,-32,65.5315,260.7228536478292,1.7272
d-025,IR02,488.0,-39,65.5315,607.7278297731015,0.8103
d-026,IR03,514.0,-55,65.5315,993.0535493841963,1.1716
d-027,IR04,730.0,-45,65.5315,206.24952034975968,1.2028
d-011,IR05,989.0,-25,65.5315,246.2231488724564,1.4268
d-023,IR06,837.0,-36,65.5315,272.24900350627075,1.377
d-022,IR07,1070.0,-30,65.5315,0.0,0.594
d-021,IR08,890.0,-32,65.5315,390.6283445872917,0.8375
d-020,IR09,710.0,-37,65.5315,280.84424044791376,1.008
d-004,IR10,1390.0,-40,65.5315,174.51440012760668,1.2387
d-028,PT01,1280.0,-30,65.5315,0.0,3.2472
d-029,PT02,374.0,-40,65.5315,112.94992496793436,2.1784
d-030,PT03,914.0,-46,65.5315,-22.06175078519459,2.0868
d-031,PT04,785.0,-33,65.5315,99.21168438519337,2.3458
d-015,PT05,774.0,-26,65.5315,225.67960186557352,2.0832
d-019,PT06,618.0,-68,65.5315,120.05951752202786,2.6302
d-018,PT07,394.0,-47,65.5315,152.090750830268,2.1168
d-017,PT08,440.0,-43,65.5315,242.4485025217785,1.7199
d-016,PT09,344.0,-45,65.5315,211.21535589483312,1.607
d-000,PT10,517.0,-44,65.5315,3.4393384201823936,2.8304
