Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,94.1,-28,,,65.2
A-025,IR02,343.0,-18,,,65.2
A-026,IR03,344.0,-19,,,65.2
A-027,IR04,301.0,-20,,,65.2
A-011,IR05,204000.0,-28,,,65.2
A-023,IR06,486.0,-26,,,65.2
A-022,IR07,533000.0,-51,,,65.2
A-021,IR08,344000.0,-45,,,65.2
A-020,IR09,834.0,-46,,,65.2
A-004,IR10,432.0,-52,,,65.2
A-028,PT01,29000.0,-41,,,65.2
A-029,PT02,403.0,-50,,,65.2
A-030,PT03,338.0,-42,,,65.2
A-031,PT04,439.0,-60,,,65.2
A-015,PT05,1790.0,-46,,,65.2
A-019,PT06,439.0,-70,,,65.2
A-018,PT07,455.0,-48,,,65.2
A-017,PT08,615.0,-65,,,65.2
A-016,PT09,704.0,-58,,,65.2
A-000,PT10,703.0,-57,,,65.2
