Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,486.0,-50,,,65.3
A-025,IR02,371.0,-46,,,65.3
A-026,IR03,362.0,-53,,,65.3
A-027,IR04,617.0,-43,,,65.3
A-011,IR05,547.0,-44,,,65.3
A-023,IR06,890.0,-39,,,65.3
A-022,IR07,963.0,-41,,,65.3
A-021,IR08,1200.0,-37,,,65.3
A-020,IR09,1700.0,-41,,,65.3
A-004,IR10,1920.0,-45,,,65.3
A-028,PT01,28200.0,-34,,,65.3
A-029,PT02,510.0,-51,,,65.3
A-030,PT03,627.0,-33,,,65.3
A-031,PT04,778.0,-43,,,65.3
A-015,PT05,1240.0,-40,,,65.3
A-019,PT06,932.0,-56,,,65.3
A-018,PT07,660.0,-36,,,65.3
A-017,PT08,749.0,-67,,,65.3
A-016,PT09,684.0,-60,,,65.3
A-000,PT10,766.0,-60,,,65.3
