Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,206.0,-37,,,65.4
A-025,IR02,260.0,-23,,,65.4
A-026,IR03,300.0,-18,,,65.4
A-027,IR04,346.0,-47,,,65.4
A-011,IR05,58000.0,-23,,,65.4
A-023,IR06,298.0,-28,,,65.4
A-022,IR07,58200.0,-28,,,65.4
A-021,IR08,38400.0,-26,,,65.4
A-020,IR09,558.0,-31,,,65.4
A-004,IR10,664.0,-40,,,65.4
A-028,PT01,279.0,-168,,,65.4
A-029,PT02,298.0,-52,,,65.4
A-030,PT03,312.0,-40,,,65.4
A-031,PT04,330.0,-42,,,65.4
A-015,PT05,1630.0,-44,,,65.4
A-019,PT06,449.0,-75,,,65.4
A-018,PT07,286.0,-68,,,65.4
A-017,PT08,501.0,-64,,,65.4
A-016,PT09,631.0,-61,,,65.4
A-000,PT10,670.0,-60,,,65.4
