Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,470.0,-57,,,65.3
A-025,IR02,109.0,-53,,,65.3
A-026,IR03,511.0,-46,,,65.3
A-027,IR04,443.0,-22,,,65.3
A-011,IR05,454.0,-29,,,65.3
A-023,IR06,894.0,-39,,,65.3
A-022,IR07,941.0,-40,,,65.3
A-021,IR08,55700.0,-34,,,65.3
A-020,IR09,1720.0,-41,,,65.3
A-004,IR10,1920.0,-44,,,65.3
A-028,PT01,20100.0,-34,,,65.3
A-029,PT02,504.0,-53,,,65.3
A-030,PT03,631.0,-29,,,65.3
A-031,PT04,784.0,-42,,,65.3
A-015,PT05,1240.0,-39,,,65.3
A-019,PT06,368.0,-74,,,65.3
A-018,PT07,786.0,-57,,,65.3
A-017,PT08,759.0,-68,,,65.3
A-016,PT09,657.0,-60,,,65.3
A-000,PT10,713.0,-61,,,65.3
