Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,262.0,-54,,,65.2
A-025,IR02,149.0,-22,,,65.2
A-026,IR03,251.0,-6,,,65.2
A-027,IR04,387.0,-25,,,65.2
A-011,IR05,203000.0,-27,,,65.2
A-023,IR06,440.0,-17,,,65.2
A-022,IR07,163000.0,-27,,,65.2
A-021,IR08,90700.0,-31,,,65.2
A-020,IR09,318.0,-41,,,65.2
A-004,IR10,494.0,-67,,,65.2
A-028,PT01,18200.0,-31,,,65.2
A-029,PT02,474.0,-41,,,65.2
A-030,PT03,413.0,-35,,,65.2
A-031,PT04,546.0,-42,,,65.2
A-015,PT05,1920.0,-42,,,65.2
A-019,PT06,447.0,-73,,,65.2
A-018,PT07,264.0,-63,,,65.2
A-017,PT08,596.0,-66,,,65.2
A-016,PT09,655.0,-61,,,65.2
A-000,PT10,666.0,-60,,,65.2
