Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,281.0,-37,,,65.2355
A-025,IR02,144.0,-28,,,65.2355
A-026,IR03,293.0,-45,,,65.2355
A-027,IR04,184.0,-42,,,65.2355
A-011,IR05,725.0,-54,,,65.2355
A-023,IR06,418.0,-24,,,65.2355
A-022,IR07,402000.0,-44,,,65.2355
A-021,IR08,365.0,-28,,,65.2355
A-020,IR09,364.0,-40,,,65.2355
A-004,IR10,456.0,-61,,,65.2355
A-028,PT01,11700.0,-34,,,65.2355
A-029,PT02,364.0,-54,,,65.2355
A-030,PT03,293.0,-43,,,65.2355
A-031,PT04,432.0,-62,,,65.2355
A-015,PT05,1780.0,-46,,,65.2355
A-019,PT06,461.0,-71,,,65.2355
A-018,PT07,440.0,-48,,,65.2355
A-017,PT08,639.0,-65,,,65.2355
A-016,PT09,663.0,-60,,,65.2355
A-000,PT10,729.0,-59,,,65.2355
