Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,485.0,-38,443.6927708701969,1.7272,65.5783
a-025,IR02,299.0,-45,1451.2668622220444,0.8103,65.5783
a-026,IR03,464.0,-44,353.5499438538663,1.1716,65.5783
a-027,IR04,415.0,-27,222.4749137635904,1.2028,65.5783
a-011,IR05,574.0,-56,75.82010667586007,1.4268,65.5783
a-023,IR06,994.0,-40,236.61773742515885,1.377,65.5783
a-022,IR07,54300.0,-28,0.0,0.594,65.5783
a-021,IR08,41000.0,-27,490.9391504018466,0.8375,65.5783
a-020,IR09,1980.0,-42,242.549984737482,1.008,65.5783
a-004,IR10,2060.0,-44,115.7665834258912,1.2387,65.5783
a-028,PT01,1460.0,-27,29.688299505369216,3.2472,65.5783
a-029,PT02,1090.0,-32,34.673295855814494,2.1784,65.5783
a-030,PT03,1110.0,-28,44.19427610916889,2.0868,65.5783
a-031,PT04,1850.0,-26,40.402508793684135,2.3458,65.5783
a-015,PT05,3150.0,-31,30.25236149050269,2.0832,65.5783
a-019,PT06,416.0,-63,43.99081863082354,2.6302,65.5783
a-018,PT07,427.0,-62,37.43898539194681,2.1168,65.5783
a-017,PT08,686.0,-64,46.2349526186516,1.7199,65.5783
a-016,PT09,809.0,-54,72.18022465036104,1.607,65.5783
a-000,PT10,816.0,-53,23.007392577683813,2.8304,65.5783
