Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,337.0,-32,,,65.2
A-025,IR02,439.0,-33,,,65.2
A-026,IR03,396.0,-29,,,65.2
A-027,IR04,449.0,-41,,,65.2
A-011,IR05,198000.0,-27,,,65.2
A-023,IR06,433.0,-38,,,65.2
A-022,IR07,170000.0,-29,,,65.2
A-021,IR08,285.0,-29,,,65.2
A-020,IR09,341.0,-39,,,65.2
A-004,IR10,501.0,-66,,,65.2
A-028,PT01,25200.0,-33,,,65.2
A-029,PT02,5260.0,-31,,,65.2
A-030,PT03,5350.0,-30,,,65.2
A-031,PT04,10400.0,-32,,,65.2
A-015,PT05,11700.0,-32,,,65.2
A-019,PT06,444.0,-74,,,65.2
A-018,PT07,310.0,-66,,,65.2
A-017,PT08,620.0,-67,,,65.2
A-016,PT09,664.0,-61,,,65.2
A-000,PT10,655.0,-61,,,65.2
