Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,247.0,-14,,,65.4
A-025,IR02,200.0,-33,,,65.4
A-026,IR03,305.0,-50,,,65.4
A-027,IR04,365.0,-17,,,65.4
A-011,IR05,58600.0,-23,,,65.4
A-023,IR06,301.0,-30,,,65.4
A-022,IR07,60500.0,-27,,,65.4
A-021,IR08,38400.0,-26,,,65.4
A-020,IR09,565.0,-33,,,65.4
A-004,IR10,657.0,-40,,,65.4
A-028,PT01,157.0,-156,,,65.4
A-029,PT02,322.0,-51,,,65.4
A-030,PT03,340.0,-42,,,65.4
A-031,PT04,356.0,-42,,,65.4
A-015,PT05,1640.0,-44,,,65.4
A-019,PT06,449.0,-72,,,65.4
A-018,PT07,299.0,-67,,,65.4
A-017,PT08,520.0,-65,,,65.4
A-016,PT09,516.0,-59,,,65.4
A-000,PT10,667.0,-60,,,65.4
