Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,102.0,-47,27.337274411185856,1.7272,65.3123
a-025,IR02,368.0,-38,771.7939224766758,0.8103,65.3123
a-026,IR03,289.0,-7,229.14095123039945,1.1716,65.3123
a-027,IR04,168.0,-38,440.9582768417473,1.2028,65.3123
a-011,IR05,689.0,-52,47.03909771193696,1.4268,65.3123
a-023,IR06,302.0,-30,110.79455523902624,1.377,65.3123
a-022,IR07,75200.0,-27,14.188989366294336,0.594,65.3123
a-021,IR08,40300.0,-26,288.71029468041644,0.8375,65.3123
a-020,IR09,573.0,-33,119.66846712609107,1.008,65.3123
a-004,IR10,674.0,-40,68.53338798119871,1.2387,65.3123
a-028,PT01,503.0,51,70.1195823145191,3.2472,65.3123
a-029,PT02,332.0,-51,30.368089494053542,2.1784,65.3123
a-030,PT03,339.0,-43,46.35363677915772,2.0868,65.3123
a-031,PT04,380.0,-39,95.99808495719154,2.3458,65.3123
a-015,PT05,1640.0,-44,26.23443918509704,2.0832,65.3123
a-019,PT06,447.0,-74,23.597517156233984,2.6302,65.3123
a-018,PT07,306.0,-69,34.907552764698416,2.1168,65.3123
a-017,PT08,565.0,-66,15.027707335415592,1.7199,65.3123
a-016,PT09,594.0,-60,62.26764316371434,1.607,65.3123
a-000,PT10,677.0,-59,23.707802467019985,2.8304,65.3123
