Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,35259.8,-65.61719,67.8909
7.338996338110348,27123.63,-63.34839,67.9111
10.772173450159421,20731.82,-60.3399,67.9324
15.811388300841895,16284.96,-56.97395,67.9408
23.207944168063896,12993.03,-53.68618,67.9707
34.06460345289807,10535.5,-50.77719,67.9636
49.99999999999999,8722.665,-48.59908,67.9874
73.38996338110344,7272.672,-47.21531,67.9712
107.72173450159421,6093.174,-46.92623,67.9669
158.11388300841895,5111.398,-47.07496,67.9765
232.07944168063884,4237.458,-48.24013,67.9941
340.6460345289807,3442.47,-49.6443,67.9884
499.99999999999994,2798.204,-51.28669,67.9854
733.8996338110344,2246.282,-53.21756,67.9997
1077.217345015941,1768.199,-54.83631,67.9737
1581.1388300841895,1386.958,-56.26425,67.9515
2320.794416806388,1078.176,-57.22552,67.9811
3406.4603452898036,836.271,-57.94223,67.94
4999.999999999999,647.2348,-58.11345,67.9559
7338.996338110344,497.2814,-57.67151,67.9559
10772.17345015941,384.7903,-56.69017,67.9484
15811.388300841894,300.0741,-55.06148,67.9363
23207.944168063907,235.6708,-52.86727,67.9182
34064.60345289804,187.2452,-50.18438,67.9098
49999.99999999999,150.7384,-47.10902,67.8961
