Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,516578.8,-18.72075,63.6902
7.338996338110348,555881.9,-20.53195,63.7133
10.772173450159421,463220.3,-20.63267,63.7375
15.811388300841895,449914.1,-19.79689,63.7509
23.207944168063896,401158.0,-21.7676,63.7845
34.06460345289807,359803.4,-21.01072,63.7873
49.99999999999999,322148.9,-21.97138,63.8123
73.38996338110344,300849.4,-20.82832,63.8014
107.72173450159421,273450.6,-19.34363,63.8872
158.11388300841895,272915.8,-17.76999,63.8627
232.07944168063884,232074.6,-15.2107,63.877
340.6460345289807,221851.6,-20.20777,63.8761
499.99999999999994,201135.8,-19.57526,63.875
733.8996338110344,187271.9,-16.92765,63.9022
1077.217345015941,169407.7,-17.9767,63.9177
1581.1388300841895,158472.2,-18.56806,63.908
2320.794416806388,147232.3,-18.13298,63.933
3406.4603452898036,143001.1,-19.71822,63.9369
4999.999999999999,131730.4,-20.29865,63.9574
7338.996338110344,123687.5,-20.46422,63.9274
10772.17345015941,109808.4,-23.22655,63.9547
15811.388300841894,101266.5,-24.13519,63.9424
23207.944168063907,95093.75,-27.4931,63.9374
34064.60345289804,85209.45,-30.26259,63.9594
49999.99999999999,75809.42,-35.29799,63.9759
