Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,51475.47,-49.58394,67.6481
7.338996338110348,46160.75,-50.67896,67.6437
10.772173450159421,38092.25,-49.84911,67.6296
15.811388300841895,31633.95,-48.33006,67.6287
23.207944168063896,26294.04,-46.29434,67.627
34.06460345289807,22079.91,-44.36446,67.625
49.99999999999999,18726.66,-42.61344,67.6063
73.38996338110344,15983.21,-41.32299,67.5986
107.72173450159421,13770.69,-40.43622,67.5994
158.11388300841895,11924.98,-40.14217,67.5993
232.07944168063884,10226.72,-40.52734,67.5799
340.6460345289807,8815.918,-41.40614,67.5891
499.99999999999994,7500.974,-43.03058,67.5705
733.8996338110344,6341.665,-45.17862,67.5824
1077.217345015941,5274.739,-47.62158,67.5684
1581.1388300841895,4317.917,-50.4047,67.5614
2320.794416806388,3481.82,-53.41872,67.5899
3406.4603452898036,2770.876,-56.28863,67.5577
4999.999999999999,2165.672,-58.94716,67.5784
7338.996338110344,1671.595,-61.32642,67.5617
10772.17345015941,1272.598,-63.32943,67.5633
15811.388300841894,960.1639,-64.82784,67.5647
23207.944168063907,717.3807,-65.72337,67.5725
34064.60345289804,532.8921,-65.89275,67.5584
49999.99999999999,394.4233,-65.15597,67.5648
