Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,24938.2,-59.23741,67.8841
7.338996338110348,21013.24,-59.82883,67.8347
10.772173450159421,16574.34,-58.99434,67.8169
15.811388300841895,13183.36,-57.57753,67.8037
23.207944168063896,10495.12,-55.59275,67.8107
34.06460345289807,8422.278,-53.65424,67.8095
49.99999999999999,6829.471,-51.90135,67.8017
73.38996338110344,5569.389,-50.30229,67.7916
107.72173450159421,4554.176,-48.74797,67.7969
158.11388300841895,3733.195,-46.94193,67.798
232.07944168063884,3090.561,-44.91084,67.7684
340.6460345289807,2589.404,-42.8532,67.7808
499.99999999999994,2203.542,-41.07727,67.7688
733.8996338110344,1889.621,-39.96714,67.7206
1077.217345015941,1621.595,-39.55083,67.7337
1581.1388300841895,1392.742,-39.70527,67.7136
2320.794416806388,1190.084,-40.31277,67.7165
3406.4603452898036,1013.319,-41.14541,67.7366
4999.999999999999,856.851,-42.27763,67.7076
7338.996338110344,719.5995,-43.66629,67.6963
10772.17345015941,597.8173,-45.25175,67.6972
15811.388300841894,490.5955,-46.78674,67.6893
23207.944168063907,397.4998,-47.99557,67.6781
34064.60345289804,319.0079,-48.57942,67.6913
49999.99999999999,254.6003,-48.25035,67.6799
