Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,19980.9,-40.54977,67.7268
7.338996338110348,17874.22,-39.24979,67.7516
10.772173450159421,15446.89,-37.39014,67.7452
15.811388300841895,13531.75,-36.01925,67.7677
23.207944168063896,11906.13,-35.13244,67.7757
34.06460345289807,10449.1,-34.82669,67.8023
49.99999999999999,9204.037,-35.07581,67.8016
73.38996338110344,8050.717,-35.93306,67.7891
107.72173450159421,6991.204,-36.96843,67.7948
158.11388300841895,5962.209,-38.90714,67.8161
232.07944168063884,5070.368,-39.95544,67.8082
340.6460345289807,4284.315,-41.25033,67.8115
499.99999999999994,3579.226,-41.89573,67.8172
733.8996338110344,2976.436,-42.35887,67.8381
1077.217345015941,2467.104,-42.42617,67.8604
1581.1388300841895,2062.792,-42.16359,67.8412
2320.794416806388,1731.011,-41.80373,67.8369
3406.4603452898036,1455.213,-41.2665,67.8419
4999.999999999999,1226.463,-40.83126,67.8425
7338.996338110344,1039.593,-40.48553,67.8511
10772.17345015941,882.4165,-40.28952,67.8296
15811.388300841894,747.917,-40.30478,67.8105
23207.944168063907,634.264,-40.44088,67.8018
34064.60345289804,537.779,-40.70803,67.7958
49999.99999999999,453.9471,-41.18194,67.7816
