Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,25960.66,-48.57863,67.0986
7.338996338110348,21704.15,-47.44043,67.0981
10.772173450159421,17857.28,-45.77602,67.1207
15.811388300841895,14893.41,-43.89003,67.1108
23.207944168063896,12539.09,-42.05299,67.1079
34.06460345289807,10634.69,-40.3549,67.0848
49.99999999999999,9117.417,-39.05787,67.0556
73.38996338110344,7857.278,-38.34947,67.0866
107.72173450159421,6764.435,-38.20667,67.0738
158.11388300841895,5802.961,-38.72588,67.0832
232.07944168063884,4954.107,-39.42425,67.0754
340.6460345289807,4176.217,-40.08838,67.082
499.99999999999994,3493.236,-40.48511,67.0682
733.8996338110344,2907.385,-40.31311,67.0787
1077.217345015941,2411.48,-39.53472,67.0644
1581.1388300841895,2021.95,-37.98293,67.0449
2320.794416806388,1715.976,-35.96532,67.0625
3406.4603452898036,1483.136,-33.71469,67.0629
4999.999999999999,1302.453,-31.64148,67.0544
7338.996338110344,1163.091,-30.05978,67.0723
10772.17345015941,1048.759,-29.4468,67.03
15811.388300841894,950.9557,-29.99815,67.0409
23207.944168063907,857.7746,-31.88236,67.0185
34064.60345289804,763.3966,-35.11724,67.0334
49999.99999999999,661.7933,-39.42496,67.0311
