Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,42229.26,-38.27833,64.0418
7.338996338110348,39209.72,-36.58589,64.0369
10.772173450159421,34487.06,-36.32297,64.0591
15.811388300841895,30332.35,-36.4437,64.0667
23.207944168063896,26329.24,-36.65768,64.0726
34.06460345289807,22645.78,-36.62725,64.0894
49.99999999999999,19555.39,-36.61831,64.0991
73.38996338110344,16916.03,-36.56815,64.0906
107.72173450159421,14631.69,-36.59523,64.0986
158.11388300841895,12684.72,-36.9677,64.1216
232.07944168063884,10990.36,-37.56391,64.1256
340.6460345289807,9489.597,-38.74,64.124
499.99999999999994,8161.596,-40.45842,64.1406
733.8996338110344,6952.879,-42.7121,64.1643
1077.217345015941,5839.722,-45.57095,64.167
1581.1388300841895,4831.969,-48.94852,64.1633
2320.794416806388,3908.88,-52.66728,64.1624
3406.4603452898036,3105.86,-56.42849,64.181
4999.999999999999,2412.962,-60.06764,64.199
7338.996338110344,1836.916,-63.25477,64.2236
10772.17345015941,1374.618,-65.83401,64.1831
15811.388300841894,1015.006,-67.61453,64.2183
23207.944168063907,742.2663,-68.46902,64.2373
34064.60345289804,540.1033,-68.23125,64.2267
49999.99999999999,392.6464,-66.72742,64.2552
