Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,12768.58,-57.75051,67.4256
7.338996338110348,10443.57,-56.22266,67.4349
10.772173450159421,8340.296,-55.62502,67.457
15.811388300841895,6693.789,-55.10609,67.4503
23.207944168063896,5341.658,-54.4494,67.5133
34.06460345289807,4239.759,-53.57304,67.4978
49.99999999999999,3380.083,-52.341,67.5215
73.38996338110344,2698.894,-50.68174,67.5365
107.72173450159421,2176.178,-48.64173,67.5471
158.11388300841895,1767.937,-46.09329,67.5765
232.07944168063884,1456.446,-43.29416,67.6012
340.6460345289807,1213.721,-40.21904,67.6281
499.99999999999994,1027.61,-36.98381,67.6389
733.8996338110344,883.8238,-33.48185,67.646
1077.217345015941,775.1514,-30.16356,67.6709
1581.1388300841895,694.619,-27.17933,67.683
2320.794416806388,632.1242,-24.80496,67.6834
3406.4603452898036,582.8788,-23.22724,67.6895
4999.999999999999,538.7825,-22.46759,67.7233
7338.996338110344,499.173,-22.47765,67.7017
10772.17345015941,458.5127,-23.1758,67.736
15811.388300841894,419.6905,-24.57704,67.7552
23207.944168063907,380.0232,-26.45862,67.7544
34064.60345289804,339.7161,-28.73159,67.7513
49999.99999999999,299.1399,-31.10746,67.7713
