Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
5.000000000000001,10708.16,-53.9724,64.4694
7.338996338110348,8104.561,-49.56598,64.4635
10.772173450159421,6549.913,-44.69597,64.4686
15.811388300841895,5496.822,-39.71753,64.4985
23.207944168063896,4731.658,-34.94748,64.4921
34.06460345289807,4176.705,-30.74531,64.5053
49.99999999999999,3777.348,-27.13451,64.5233
73.38996338110344,3459.899,-24.31501,64.5435
107.72173450159421,3172.487,-22.36104,64.5667
158.11388300841895,2900.273,-21.09603,64.5778
232.07944168063884,2677.173,-20.17158,64.5518
340.6460345289807,2473.38,-19.56172,64.5858
499.99999999999994,2289.063,-19.24406,64.6143
733.8996338110344,2124.544,-19.14024,64.613
1077.217345015941,1966.667,-19.24804,64.6348
1581.1388300841895,1819.999,-19.66403,64.6305
2320.794416806388,1684.771,-20.45656,64.6439
3406.4603452898036,1557.049,-21.5034,64.6354
4999.999999999999,1427.246,-22.86476,64.6473
7338.996338110344,1302.22,-24.52467,64.6697
10772.17345015941,1178.597,-26.4739,64.6909
15811.388300841894,1058.421,-28.72294,64.6859
23207.944168063907,939.9966,-31.39761,64.674
34064.60345289804,825.4516,-34.43687,64.7229
49999.99999999999,710.006,-37.732,64.6857
